Numero,Cliente,Saldo,DiaAniversario
101272,33625,97783,27
101273,57118,96677,4
101274,74013,10045,12
101275,12142,28171,30
101276,8500,686,25
101277,18924,75797,19
101278,46041,74346,31
101279,26793,97565,4
101280,48808,1991,24
101281,72928,42777,21
101282,46965,68191,25
101283,100770,86625,30
101284,42213,47925,9
101285,93015,11219,11
101286,48142,82168,4
101287,28104,31234,24
101288,61881,23030,14
101289,13301,60476,27
101290,32824,47474,1
101291,97357,45750,17
101292,66340,3091,21
101293,61648,74730,31
101294,68510,27576,19
101295,31419,15166,28
101296,25858,31543,19
101297,61500,78722,2
101298,98386,82758,9
101299,56772,75058,28
101300,25616,6896,17
101301,21025,30172,5
101302,18178,73905,22
101303,26465,48725,12
101304,68614,52490,5
101305,31435,91286,14
101306,16121,8996,7
101307,74151,57629,3
101308,86068,53721,4
101309,1115,78074,7
101310,100597,4874,24
101311,17732,51673,2
101312,15204,81229,2
101313,21001,40046,22
101314,80191,72973,4
101315,78973,97014,24
101316,90696,46591,22
101317,16197,56167,7
101318,81636,85406,21
101319,19371,41021,19
101320,29556,48065,8
101321,963,66042,24
101322,12851,86300,24
101323,46472,36021,23
101324,42232,63369,29
101325,88594,39782,29
101326,61679,55850,4
101327,15872,99749,5
101328,28804,60140,4
101329,1295,84937,24
101330,74888,84681,31
101331,43731,68305,19
101332,12431,83064,5
101333,2879,63428,31
101334,250,99846,5
101335,24306,74179,5
101336,88787,27039,10
101337,8244,7759,25
101338,43154,88134,4
101339,81998,51751,2
101340,17660,68898,16
101341,96553,5741,1
101342,24227,67066,24
101343,28109,18941,7
101344,53530,98129,17
101345,62506,21746,15
101346,48799,86076,20
101347,34771,43550,3
101348,59862,48678,8
101349,71981,59169,18
101350,38231,65861,11
101351,73909,11226,17
101352,47661,27429,28
101353,52147,35118,13
101354,82801,23369,14
101355,72046,68970,25
101356,9265,66974,26
101357,67085,56365,13
101358,75042,16744,29
101359,76316,50712,1
101360,83738,65677,23
101361,74711,15702,18
101362,26706,9779,3
101363,31739,12549,20
101364,11328,80685,5
101365,41187,71579,24
101366,16219,62477,12
101367,60211,46754,29
101368,41542,44665,29
101369,30439,29393,16
101370,94449,80652,12
101371,83529,16595,19
101372,72226,52936,20
101373,77959,72489,5
101374,79214,1553,12
101375,4165,25686,6
101376,42638,28523,18
101377,90812,42000,20
101378,85774,78356,29
101379,5866,33851,23
101380,92844,32135,3
101381,43923,2022,7
101382,36276,78518,31
101383,101299,16218,10
101384,39730,63150,3
101385,54474,29066,25
101386,5470,36359,21
101387,28587,77738,24
101388,88017,17453,5
101389,35548,63606,20
101390,22768,17668,25
101391,62195,24903,14
101392,27292,41774,18
101393,76565,18686,4
101394,39472,2836,25
101395,57647,62935,5
101396,14217,90732,25
101397,69761,79217,7
101398,79322,19412,19
101399,90098,79922,16
101400,52342,65082,7
101401,19631,13155,4
101402,20667,6978,2
101403,97810,97786,7
101404,39015,29961,21
101405,2183,79679,22
101406,24152,69686,23
101407,28038,75932,18
101408,87069,18431,6
101409,32332,65904,8
101410,54274,99187,8
101411,99994,3939,24
101412,74770,94895,9
101413,21079,92062,3
101414,27675,51983,9
101415,62938,79062,15
101416,94917,37619,25
101417,30632,44041,31
101418,61785,78897,29
101419,13785,8228,17
101420,7450,80095,24
101421,88885,51018,27
101422,95211,25499,31
101423,65825,65391,13
101424,37502,13199,26
101425,93802,29138,25
101426,71105,38435,26
101427,15647,17321,14
101428,9496,26357,25
101429,59992,84312,18
101430,76026,28771,2
101431,47123,50402,17
101432,77643,96906,31
101433,32971,40078,19
101434,68301,71326,16
101435,38035,14343,10
101436,88814,82500,9
101437,9897,39176,11
101438,7979,88745,12
101439,70140,62032,18
101440,101533,95676,28
101441,74464,51737,17
101442,86249,46746,6
101443,38092,50156,22
101444,45139,35796,7
101445,5114,7479,6
101446,39339,51583,23
101447,78464,85370,30
101448,88017,41154,21
101449,10242,34973,3
101450,8245,37760,7
101451,3100,92350,9
101452,52911,11769,8
101453,25428,73520,25
101454,66050,69310,14
101455,60046,56009,13
101456,38361,49680,27
101457,24982,58037,4
101458,63490,78785,2
101459,51725,37673,21
101460,38961,38242,5
101461,57975,54950,22
101462,69684,5434,31
101463,5391,87546,8
101464,56191,62720,23
101465,95422,66916,31
101466,9065,1155,19
101467,86594,14881,17
101468,23731,64381,16
101469,83061,48517,1
101470,52419,54067,25
101471,543,2000,28
101472,2759,34488,13
101473,19897,87085,16
101474,88355,73510,21
101475,56594,47290,6
101476,38036,4975,5
101477,39465,74322,4
101478,15199,44253,8
101479,58411,490,10
101480,66963,39441,29
101481,31333,88885,13
101482,88189,86246,1
101483,44049,56996,29
101484,6816,20199,17
101485,86344,7765,28
101486,50352,8489,5
101487,89744,21405,8
101488,23825,34618,26
101489,49108,60634,19
101490,70736,36080,13
101491,44114,10304,19
101492,74420,64892,27
101493,18328,86146,4
101494,32609,53872,14
101495,48449,48649,24
101496,45904,24190,29
101497,10575,75075,14
101498,3190,89506,11
101499,94083,7408,3
101500,57952,989,20
101501,11421,37724,18
101502,97830,86524,9
101503,10210,31755,18
101504,79716,89577,27
101505,35905,29237,21
101506,5332,56404,21
101507,35716,54120,5
101508,33701,30893,18
101509,9153,67581,17
101510,66477,12458,13
101511,9599,8997,6
101512,78396,5401,14
101513,52043,50380,30
101514,63010,74310,31
101515,85558,42084,3
101516,9321,987,4
101517,38369,62534,16
101518,82853,24656,9
101519,18252,30735,29
101520,63587,50313,10
101521,72613,84110,10
101522,100619,8512,29
101523,64673,53438,28
101524,68401,74444,17
101525,78646,89289,17
101526,7431,1167,14
101527,79719,2378,26
101528,75894,2325,20
101529,94387,80535,19
101530,101533,15013,25
101531,80788,44060,18
101532,16455,43624,18
101533,41702,98471,26
101534,44550,86765,14
101535,97623,15557,4
101536,40038,14086,10
101537,52992,60970,8
101538,30521,59434,23
101539,10343,36696,3
101540,36676,16262,18
101541,50111,12670,4
101542,83194,24244,3
101543,87050,68427,1
101544,67013,15431,22
101545,5919,63088,24
101546,72847,61127,24
101547,24739,94153,27
101548,21081,43241,28
101549,46697,57027,28
101550,38154,85785,28
101551,20126,19339,15
101552,63955,90899,24
101553,30303,47273,12
101554,34052,49515,6
101555,16198,3813,10
101556,73559,75973,29
101557,56841,99168,25
101558,88786,46734,7
101559,47338,64890,9
101560,96899,74093,6
101561,86990,37078,31
101562,51788,43326,6
101563,12976,6448,1
101564,16137,39538,12
101565,93866,70538,30
101566,2819,66949,20
101567,33786,33234,28
101568,1798,47560,13
101569,32117,83611,10
101570,96450,76934,25
101571,59348,29659,9
101572,35019,44247,1
101573,56180,78703,13
101574,30495,38880,20
101575,42451,3067,2
101576,92595,90351,19
101577,20594,76246,25
101578,1434,42419,30
101579,93545,15178,7
101580,2935,4702,6
101581,5526,58982,3
101582,23673,20889,5
101583,4698,11961,31
101584,16008,88509,18
101585,43880,8971,3
101586,34087,17071,25
101587,75361,33716,19
101588,23286,84052,24
101589,46284,20666,15
101590,59142,20380,14
101591,66697,2058,26
101592,33993,7576,31
101593,49100,76107,15
101594,88347,2185,15
101595,97401,34354,12
101596,44523,48080,11
101597,81676,921,9
101598,92744,21291,26
101599,49216,33137,19
101600,87713,33819,30
101601,44593,62362,10
101602,12419,69757,30
101603,53564,69311,1
101604,53328,2804,10
101605,68702,49237,8
101606,96350,52871,22
101607,49806,77805,21
101608,50856,25773,11
101609,16633,95283,2
101610,61662,15067,21
101611,52619,55692,27
101612,69474,2547,17
101613,31737,60523,4
101614,39784,15686,22
101615,52716,69353,25
101616,41176,15541,7
101617,73629,71336,26
101618,97897,31597,18
101619,82352,72157,12
101620,25923,85863,2
101621,43380,16211,14
101622,61615,23929,12
101623,30314,15659,3
101624,17428,8507,28
101625,53332,93325,22
101626,2713,4020,15
101627,58211,16428,13
101628,36717,32352,10
101629,8509,60129,3
101630,73054,5078,25
101631,94569,98671,4
101632,81163,53846,18
101633,69832,85421,31
101634,65246,29014,20
101635,63363,36041,21
101636,26427,94017,9
101637,41245,22603,10
101638,82582,6894,29
101639,2059,86013,18
101640,79609,32428,10
101641,39090,84256,16
101642,47206,81766,13
101643,21554,38550,6
101644,38508,93309,22
101645,83459,71450,13
101646,13148,41118,23
101647,72502,2022,27
101648,37206,55664,11
101649,80571,19448,29
101650,3805,43342,20
101651,14262,52501,23
101652,70308,78942,28
101653,73919,16250,14
101654,4222,35204,17
101655,43073,50475,10
101656,31201,28986,5
101657,33349,63800,15
101658,63402,57157,16
101659,97606,22706,12
101660,61676,51614,19
101661,42648,7049,25
101662,30866,85410,29
101663,4486,3922,25
101664,67917,22695,2
101665,52572,36021,7
101666,47252,94394,22
101667,61439,96785,31
101668,77478,25799,10
101669,8257,33639,6
101670,69588,62970,24
101671,42408,63646,29
101672,2514,56613,18
101673,9217,13260,18
101674,76774,48086,24
101675,71281,86196,23
101676,31845,71607,3
101677,88793,30684,17
101678,77544,35055,26
101679,83742,1330,1
101680,15536,51685,13
101681,26017,14754,16
101682,42393,90973,10
101683,67057,71629,19
101684,78426,44249,15
101685,86667,76144,4
101686,99978,2209,4
101687,63830,98153,6
101688,17129,63822,13
101689,17385,68426,4
101690,20088,68808,6
101691,98905,81392,1
101692,55257,60628,26
101693,47016,65920,14
101694,90747,49348,27
101695,101303,59606,22
101696,74130,58300,2
101697,29525,72247,28
101698,60600,49052,4
101699,3812,8960,4
101700,60418,39209,2
101701,22716,44109,30
101702,25249,62148,12
101703,70351,69505,28
101704,82567,71982,5
101705,64843,59183,12
101706,85419,3171,21
101707,93322,50592,21
101708,34010,36487,3
101709,7321,25807,25
101710,62538,98105,9
101711,2780,30425,24
101712,16182,97262,8
101713,86890,95429,17
101714,38481,61098,20
101715,71435,16448,9
101716,73046,19238,2
101717,70652,48775,25
101718,15679,56050,27
101719,72315,88120,5
101720,84040,94472,31
101721,29566,22291,22
101722,67535,71487,5
101723,31727,91733,4
101724,16349,72385,27
101725,95522,25250,21
101726,5231,30398,4
101727,44867,65740,1
101728,44085,32557,6
101729,97337,99847,9
101730,15961,90452,21
101731,18883,68487,24
101732,12058,64430,7
101733,92860,28398,7
101734,477,46019,28
101735,894,89329,14
101736,40725,80420,5
101737,81532,11312,13
101738,71140,11267,14
101739,48034,91896,19
101740,14863,49018,15
101741,19247,80655,10
101742,72237,66488,14
101743,34377,12554,24
101744,5248,5733,27
101745,14577,17758,8
101746,26476,65242,3
101747,23933,6977,17
101748,85156,28959,17
101749,8828,91269,31
101750,37497,62446,30
101751,77716,70914,27
101752,35478,30132,11
101753,7437,32906,25
101754,29059,25168,27
101755,35695,53937,5
101756,41904,81027,13
101757,8865,31596,8
101758,39599,54603,19
101759,91500,24962,10
101760,66186,36883,30
101761,51947,66371,11
101762,87972,57456,9
101763,54961,77042,30
101764,65561,22181,28
101765,53619,66942,15
101766,89060,52503,17
101767,5952,20366,7
101768,89841,35051,1
101769,34492,34628,21
101770,4553,63226,8
101771,1842,3836,17
101772,26997,51079,5
101773,48749,60982,30
101774,2968,76279,15
101775,20355,60991,30
101776,3309,4573,19
101777,90754,46924,8
101778,50919,69526,15
101779,1445,78133,9
101780,29053,91235,29
101781,60965,64272,2
101782,24154,62381,3
101783,23186,21445,18
101784,93079,42312,30
101785,41982,17997,21
101786,83490,7511,20
101787,94055,34564,13
101788,52733,70809,20
101789,64186,37836,3
101790,62652,29595,8
101791,5667,9926,20
101792,35402,52893,6
101793,36776,79605,22
101794,85751,39307,6
101795,12776,85026,27
101796,64207,50321,5
101797,47904,97632,22
101798,22279,72785,28
101799,15439,78578,27
101800,43276,42138,12
101801,87743,17803,29
101802,70338,142,14
101803,22452,9672,5
101804,100429,93260,19
101805,79219,70589,7
101806,95129,31411,24
101807,8115,44870,18
101808,32347,56242,11
101809,75708,85692,24
101810,6235,18142,8
101811,94485,33220,20
101812,33497,56572,18
101813,45831,10278,1
101814,100291,82729,24
101815,39202,49376,14
101816,41941,81622,26
101817,56820,11489,18
101818,13332,14208,18
101819,67735,91387,28
101820,29289,18668,8
101821,23336,82949,21
101822,94348,37732,7
101823,59441,19822,10
101824,96725,24063,25
101825,57505,86793,24
101826,79250,20222,25
101827,79799,5325,12
101828,75782,17703,26
101829,6735,63464,9
101830,10312,48087,23
101831,50685,62723,5
101832,35754,31668,4
101833,25977,73977,25
101834,29788,63754,30
101835,50956,91524,2
101836,52560,4152,9
101837,8660,37809,7
101838,41775,12872,1
101839,19429,47588,6
101840,100351,73999,10
101841,25117,69649,6
101842,87941,13590,31
101843,36166,92308,22
101844,97198,83334,26
101845,54632,96904,21
101846,14029,5536,21
101847,27876,68092,13
101848,57288,98918,1
101849,74889,52566,13
101850,29847,79952,13
101851,28477,79634,20
101852,94301,7626,2
101853,11067,23685,4
101854,7877,85077,25
101855,44155,52415,20
101856,79619,81126,17
101857,65842,18409,1
101858,40512,1253,9
101859,9888,10093,22
101860,98079,71889,15
101861,99019,71247,1
101862,36741,99293,31
101863,73808,90372,2
101864,6149,26541,19
101865,98027,82642,29
101866,33247,62413,24
101867,95873,4172,15
101868,72350,17602,28
101869,41211,4354,25
101870,66307,29560,27
101871,47948,63653,17
101872,85720,36970,1
101873,48336,73500,24
101874,10373,28579,8
101875,66619,89310,7
101876,82174,65997,10
101877,61955,63594,21
101878,19786,20000,19
101879,23225,17516,26
101880,24735,61356,8
101881,91938,37938,30
101882,101017,93795,5
101883,3439,75019,29
101884,17040,72317,21
101885,90459,26659,18
101886,19724,6672,7
101887,63916,97067,28
101888,48051,27002,27
101889,22976,55851,9
101890,69559,25613,25
101891,77358,28693,16
101892,38014,25856,31
101893,84655,63880,22
101894,1669,94216,27
101895,12048,86686,28
101896,37613,39712,5
101897,50972,37955,31
101898,73654,65463,10
101899,65603,35252,1
101900,17067,55081,13
101901,3605,51101,11
101902,85201,2295,14
101903,62130,35802,20
101904,32073,77532,4
101905,47984,37260,16
101906,21335,63850,3
101907,39612,69849,20
101908,87792,53218,1
101909,44599,31497,30
101910,81697,7542,21
101911,54435,80172,15
101912,99081,65651,13
101913,65628,47087,14
101914,49203,9977,24
101915,13096,50285,26
101916,25826,47382,24
101917,91013,19288,6
101918,82681,72195,17
101919,86431,1214,25
101920,82948,88350,5
101921,31368,58524,23
101922,56317,87372,17
101923,35841,54333,22
101924,45724,8958,6
101925,40026,70721,8
101926,7544,50787,31
101927,86363,43675,22
101928,69200,56731,17
101929,24839,33323,11
101930,45655,39619,27
101931,61682,99,25
101932,557,23618,21
101933,40402,47492,14
101934,70920,8335,19
101935,89297,11250,30
101936,35102,50428,17
101937,44629,47696,17
101938,62429,51715,24
101939,52778,90310,2
101940,65656,85563,20
101941,62154,1703,29
101942,94459,53497,24
101943,34912,80166,8
101944,85367,68750,7
101945,20351,998,27
101946,79092,18816,3
101947,73032,55857,17
101948,15800,2453,5
101949,95815,32098,4
101950,8235,30434,14
101951,5429,66124,18
101952,22942,34958,1
101953,68212,86556,5
101954,70347,17618,17
101955,97934,93294,6
101956,83495,28942,7
101957,72533,1172,5
101958,71670,9519,11
101959,48298,85318,16
101960,48935,85690,24
101961,55019,46524,25
101962,43261,21628,29
101963,78365,83429,31
101964,3010,49598,23
101965,27930,81743,5
101966,68798,22932,24
101967,81351,39905,11
101968,72961,17480,26
101969,59470,66552,15
101970,46386,42839,17
101971,56966,81332,5
101972,37351,70234,8
101973,11623,14332,1
101974,81588,28822,1
101975,19146,26550,3
101976,94649,828,17
101977,76217,61999,4
101978,73882,73259,17
101979,27759,63840,9
101980,97047,77176,12
101981,59624,98430,3
101982,56670,92027,11
101983,99926,49648,14
101984,22787,60787,16
101985,13737,74450,16
101986,101158,70766,28
101987,99593,81127,7
101988,10322,65021,30
101989,76870,14388,8
101990,56057,44482,19
101991,41218,97374,22
101992,43986,6672,27
101993,75869,27480,1
101994,91590,62677,16
101995,85098,88558,16
101996,58133,32162,6
101997,33173,96547,11
101998,10520,21395,19
101999,76037,48561,23
102000,85370,5261,17
102001,40424,32394,10
102002,3436,49413,29
102003,52898,1006,9
102004,13373,35973,3
102005,86629,6804,25
102006,27422,38499,2
102007,91757,69788,15
102008,97052,3087,13
102009,67356,4274,25
102010,80609,13885,29
102011,29888,86713,27
102012,71440,69687,3
102013,18271,87538,6
102014,2362,7139,2
102015,52338,28265,12
102016,1386,71879,18
102017,67250,41775,16
102018,61628,37694,25
102019,49278,92637,26
102020,17520,92113,21
102021,67274,26359,2
102022,7869,14173,9
102023,59271,52500,17
102024,94460,57489,23
102025,45017,22682,31
102026,91493,45960,11
102027,79313,1744,12
102028,20505,46658,31
102029,97086,69181,26
102030,7054,17226,26
102031,48736,78169,31
102032,58127,62102,11
102033,81570,92982,7
102034,12313,15178,1
102035,25099,83035,12
102036,63429,89849,2
102037,61407,96154,7
102038,59948,26700,20
102039,68387,75327,30
102040,63829,35734,3
102041,89988,85790,12
102042,77445,58841,9
102043,10659,75566,27
102044,76825,25282,22
102045,23668,97843,28
102046,84578,77713,8
102047,21421,15137,15
102048,89009,98383,10
102049,100236,36734,19
102050,85241,74249,23
102051,28098,25205,17
102052,14071,93473,6
102053,52047,24010,8
102054,47525,4630,14
102055,96947,11887,17
102056,1165,84834,22
102057,69825,54041,16
102058,54696,22519,19
102059,75953,75513,14
102060,77563,15556,21
102061,40018,31508,8
102062,94911,89184,8
102063,33746,57078,14
102064,47486,98127,1
102065,36677,88824,19
102066,19654,70943,12
102067,82592,41224,19
102068,41898,52152,29
102069,47300,94476,30
102070,43651,69522,1
102071,40234,57140,19
102072,5588,29133,12
102073,58162,38884,11
102074,7434,98443,26
102075,33718,73218,21
102076,85805,28246,5
102077,4266,59209,5
102078,84823,70719,17
102079,40840,73291,10
102080,12965,56523,20
102081,13671,63096,8
102082,56428,91527,6
102083,32282,83307,1
102084,47278,69417,20
102085,61186,97864,20
102086,13230,61326,25
102087,3128,74294,15
102088,1369,84514,14
102089,82849,71608,2
102090,70050,61387,20
102091,90743,6297,20
102092,19735,31236,14
102093,45420,77741,5
102094,9103,66296,25
